|Index|q10_resp|q1_resp|q2_resp|q3_resp|q4_resp|q5_resp|q6_resp|q7_resp|q8_resp|q9_resp|qimg|stim_id|stim_txt|complement
1971|367||Gently fold the ingredients together until evenly distributed.|True|False|False|False|False|True|False||corn-and-black-bean-salsa_11_0.jpg|1868_11|Gently fold the ingredients together until evenly distributed.|
1972|368||In a bowl put the yolk, add Olive oil, creme cheese, tabasco,&#160;Worcestershire sauce, minced garlic, grated parmesan cheese and mix everything until thick.&#160;|True|False|False|True|False|True|False||how-to-make-caesar-salad_5_0.jpg|3935_5|In a bowl put the yolk, add Olive oil, creme cheese, tabasco,&#160;Worcestershire sauce, minced garlic, grated parmesan cheese and mix everything until thick.&#160;|
1973|369|| Pour apple mix over cake and spread evenly throughout. |True|False|False|False|False|True|False||apple-pie-poke-cake_7_0.jpg|1698_7|Pour apple mix over cake and spread evenly throughout. Refrigerate for 3-4 hours or overnight. |Pour apple mix over cake and spread evenly throughout. Refrigerate for 3-4 hours or overnight. 
1974|370||Shape into a ball, place in a greased bowl, cover with a damp towel, and let rise in a warm area for 1&#189; to 2 hours or until the dough has doubled in size.|True|False|True|False|False|True|False||braided-nutella-bread_4_0.jpg|3781_4|Shape into a ball, place in a greased bowl, cover with a damp towel, and let rise in a warm area for 1&#189; to 2 hours or until the dough has doubled in size.|
1975|371||Then let the popcorn cool for around 5 minutes.|False|False|True|False|False|False|False||poppy-snows_3_0.jpg|3927_3|Then let the popcorn cool for around 5 minutes.|
1976|372||take a ginger and put it in the solution . take cardamon and also put it in the solution .|True|False|False|False|True|False|False||how-to-make-magic-spicy-tea_2_0.jpg|138_2|take a ginger and put it in the solution . take cardamon and also put it in the solution .|
1977|373||2 cans (10oz cans) of chunk chicken is plenty for this recipe!|True|False|True|False|False|False|False||buffalo-chicken-dip-4_2_0.jpg|2708_2|2 cans (10oz cans) of chunk chicken is plenty for this recipe!|
1978|374||Take milk in a wide vessel and heat it. Dont bring to boil initially.Maintain low flame.|True|False|False|False|False|True|False||cornflakes-rabri_1_0.jpg|3008_1|-Take milk in a wide vessel and heat it. Dont bring to boil initially.Maintain low flame.|-
1979|375||Poke a hole in Cling wrap and push suckers through. Add a gift tag, ribbons, bows, etc.|True|False|False|False|False|True|False||cupid-cups-frugal-gifts-for-valentines-day_6_0.jpg|4056_6|Poke a hole in Cling wrap and push suckers through. Add a gift tag, ribbons, bows, etc.|
1980|376||Cut 18 oz. of the sharp cheddar cheese into 1inch cubes|True|False|True|True|False|True|False||rich-and-creamy-baked-macaroni-and-cheese_4_0.jpg|3915_4|- Cut 18 oz. of the sharp cheddar cheese into 1inch cubes|- 
1981|377||Add your rack above. |True|False|False|False|False|False|False||charcoal-bar-b-q_4_0.jpg|1343_4|Add your rack above. There you have it! An easy to build charcoal BBQ for kabobs. Without cement.|There you have it! An easy to build charcoal BBQ for kabobs. Without cement.
1982|378|| Fill the ice-cube tray to the capacity you prefer.|True|False|False|False|False|True|False||ice-cube-popsicles_1_0.jpg|2693_1|Depending on the size of your ice-cube tray, this could take anywhere from 2-4 cups of juice. Most standard ice-cube trays hold 12-16 ice-cubes. Fill the ice-cube tray to the capacity you prefer.|Depending on the size of your ice-cube tray, this could take anywhere from 2-4 cups of juice. Most standard ice-cube trays hold 12-16 ice-cubes.
1983|379|| 3 Tablespoons Butter1 Teaspoon Lemon Extract1 Tablespoon Lemon Juice1 Tablespoon Milk2 Tablespoons Whisked Egg2 Tablespoons Honey3 Tablespoon Sugar1/2 Teaspoon Baking Soda1/2 Cup FlourAnd any toppings you would like for this amazing cake!|True|False|True|False|False|False|False||microwave-lemon-cake_1_0.jpg|5508_1|3 Tablespoons Butter1 Teaspoon Lemon Extract1 Tablespoon Lemon Juice1 Tablespoon Milk2 Tablespoons Whisked Egg2 Tablespoons Honey3 Tablespoon Sugar1/2 Teaspoon Baking Soda1/2 Cup FlourAnd any toppings you would like for this amazing cake!|3 Tablespoons Butter1 Teaspoon Lemon Extract1 Tablespoon Lemon Juice1 Tablespoon Milk2 Tablespoons Whisked Egg2 Tablespoons Honey3 Tablespoon Sugar1/2 Teaspoon Baking Soda1/2 Cup FlourAnd any toppings you would like for this amazing cake!
1984|380||Take out of oven and leave to cool and enjoy.|False|False|False|False|False|False|False||1prepare-the-ingredients_8_0.jpg|1962_8|Take out of oven and leave to cool and enjoy.|
1985|381||Cut 2 small circles on the smaller half and then take 2 little circles of pealing and put them in the circles for the eyes.|True|True|False|True|False|True|False||how-to-make-a-apple-owl_3_0.jpg|2589_3|Cut 2 small circles on the smaller half and then take 2 little circles of pealing and put them in the circles for the eyes.|
1986|382||What you do first is put two cups of water into your microwaveable container then depending on diameter break in half unless you can fit the whole block. Throw out the flavor packet you will not need it. Boil the Ramen in the microwave for 3-5 minutes or until soft enough. Then when done strain out water.|False|False|True|False|False|False|False||ramen-noodle-spaghetti_2_0.jpg|1210_2|What you do first is put two cups of water into your microwaveable container then depending on diameter break in half unless you can fit the whole block. Throw out the flavor packet you will not need it. Boil the Ramen in the microwave for 3-5 minutes or until soft enough. Then when done strain out water.|
1987|383||While the gravy is hot pour it over the top of the pile.|True|False|False|False|False|True|False||quick-bacon-poutine_7_0.jpg|4689_7|While the gravy is hot pour it over the top of the pile.|
1988|384||You can find this instructable on page 39 of Cooking for Geeks. |False|False|False|False|False|False|False||how-not-to-cry-like-a-baby-when-cutting-onions_6_0.jpg|999_6|You can find this instructable on page 39 of Cooking for Geeks. For more practical tips and tricks like the one you've just witnessed, check out the rest of the book by reading two chapters for free!If you've enjoyed this information and would like to see more, don't forget to also subscribe to and like my YouTube channel. Cooking for Geeks is available on Amazon. |For more practical tips and tricks like the one you've just witnessed, check out the rest of the book by reading two chapters for free!If you've enjoyed this information and would like to see more, don't forget to also subscribe to and like my YouTube channel. Cooking for Geeks is available on Amazon. 
1989|385||Add your favorite shredded cheese and enjoy your meal!|True|False|False|False|False|True|False||spicy-grilled-chicken-and-rice_10_0.jpg|1719_1|Add your favorite shredded cheese and enjoy your meal!|
1990|386|True|Roll out one ball at a time with your hand, spread to desired size. |True|False|False|False|False|False|True|False|happy-face-pizza-for-all-the-seasons_6_0.jpg|3419_6|Roll out one ball at a time with your hand, spread to desired size. If you can't manage with your hand use a rolling pin but usually a pizza is rolled out wth the help of a hand.|If you can't manage with your hand use a rolling pin but usually a pizza is rolled out wth the help of a hand.
1991|387||After the popsicles are entirely frozen, remove them from the the freezer. |True|False|False|False|False|True|False||ice-cube-popsicles_6_0.jpg|2693_6|After the popsicles are entirely frozen, remove them from the the freezer. This can be done with less caution than when placing them in the freezer because they are now solid and frozen. Following the ice-cube tray removal, take off the plastic wrap from the top of the ice-cube tray, revealing your finished popsicles.|This can be done with less caution than when placing them in the freezer because they are now solid and frozen. Following the ice-cube tray removal, take off the plastic wrap from the top of the ice-cube tray, revealing your finished popsicles.
1992|388||Now you will use the power drill to make holes for the wire to thread through. Drill a hole through the pipe at 1 inch intervals on two opposite sides of the frame.|True|False|True|False|False|True|False||watermelon-slicer_4_0.jpg|5403_4|Now you will use the power drill to make holes for the wire to thread through.  Drill a hole through the pipe at 1 inch intervals on two opposite sides of the frame.  I would suggest arranging it so that you are threading the wire through a thin hole, and making a larger hole for it to thread out of.  |Now you will use the power drill to make holes for the wire to thread through.  Drill a hole through the pipe at 1 inch intervals on two opposite sides of the frame.  I would suggest arranging it so that you are threading the wire through a thin hole, and making a larger hole for it to thread out of.  
1993|389|False|Pour Sweetened Condensed Milk evenly over Chocolate Chips.|True|False|False|False|False|False|True|False|magic-solar-cooked-fudge_4_0.jpg|2621_4|Pour Sweetened Condensed Milk evenly over Chocolate Chips.|
1994|390||From above to lay out the fried field mushrooms. If you love, it is possible to add also slightly fried onions.|True|False|False|False|False|True|False||potato-baked-pudding-with-mushrooms_4_0.jpg|4429_4|From above to lay out the fried field mushrooms. If you love, it is possible to add also slightly fried onions.|
1995|391||Add the yeast mixture and mix on low with a dough hook attachment until the dough begins to form. Increase the speed by one and knead for 7-10 minutes.|True|False|True|False|True|False|False||braided-nutella-bread_3_0.jpg|3781_3|Add the yeast mixture and mix on low with a dough hook attachment until the dough begins to form. Increase the speed by one and knead for 7-10 minutes.|
1996|392||Grease 2 large baking trays, or cover with either parchment paper or grease proof paper|True|False|False|False|False|True|False||1prepare-the-ingredients_2_0.jpg|3794_2|Grease 2 large baking trays, or cover with either parchment paper or grease proof paper.|.
1997|393||your favorite baked round cake, your favorite jam (a half of 18 Oz jar), whipped cream (a half of 13 Oz bottle), sugar powder (1 teaspoon).|True|False|True|False|False|False|False||ala-victorian-cake_2_0.jpg|1464_2|your favorite baked round cake, your favorite jam (a half of 18 Oz jar), whipped cream (a half of 13 Oz bottle), sugar powder (1 teaspoon).|
1998|394||Slightly darkened, hardened outer shell.|True|False|False|False|False|False|False||arepa-balls-who-doesnt-love-balls_4_0.jpg|757_4|Slightly darkened, hardened outer shell. | 
1999|395|| If yours starts to fill close to the fill line, you can always turn it off.|True|False|False|False|False|True|False||keurig-cup-o-noodles_6_0.jpg|2905_5|If yours starts to fill close to the fill line, you can always turn it off.|If yours starts to fill close to the fill line, you can always turn it off.
